iter	MultiClass
0	1.363770902
1	1.114125702
2	0.9389265708
3	0.805937602
4	0.7003470179
5	0.6147315502
6	0.5427885363
7	0.4823261828
8	0.4313097632
9	0.3866985805
10	0.3479761435
11	0.3147476418
12	0.2849068509
13	0.2581380676
14	0.2349959736
15	0.214450399
16	0.1960614291
17	0.1798428493
18	0.165136139
19	0.1520329441
20	0.1401178894
21	0.1291957102
222	0.1192930512323	0.1104715122424	0.102667088225	0.09541783239226	0.08909921062227	0.08330780447228	0.07797754795229	0.0730226423
30	0.0685993801
31	0.06458695575
32	0.06105396747
33	0.05777754354
34	0.05484907691
35	0.05222856825
36	0.04999954542
37	0.04790184274
38	0.04597711392
39	0.04399359538
40	0.04243228171
41	0.04105194405
42	0.03976504342
43	0.03852362192
44	0.03737603596
45	0.03625695756
46	0.03547635513
47	0.03471314526
48	0.03400197587
49	0.03307756822
50	0.03246758477
51	0.03196564134
52	0.03152401615
53	0.03097146185
54	0.03038052786
55	0.02991374079
56	0.02946432713
57	0.02902626208
58	0.02863160347
59	0.0283996459
60	0.02801206095
61	0.02767572884
62	0.02740663806
63	0.02715523672
64	0.026858782
65	0.0265709833
66	0.02630496178
67	0.02609694181
68	0.0258250746
69	0.0256806295
70	0.02554018512
71	0.02522787579
72	0.02501096147
73	0.02483123148
74	0.02471084924
75	0.02450398498
76	0.02429216976
77	0.02408652255
78	0.02398900957
79	0.0238788315
80	0.02372554845
81	0.02352854343
82	0.02342750813
83	0.023326302
84	0.02317345391
85	0.02308976899
86	0.02296083252
87	0.02291191522
88	0.02273589576
89	0.02263297027
90	0.02255306025
91	0.02248632106
92	0.02241938449
93	0.02230352277
94	0.02222308202
95	0.02216165489
96	0.02205870228
97	0.02198952819
98	0.02186536321
99	0.02174524268
100	0.02171149112
101	0.02162239716
102	0.02155531719
103	0.02149892303
104	0.02140098873
105	0.02129967405
106	0.02121042894
107	0.02113122978
108	0.0210951522
109	0.02104947683
110	0.02099337228
111	0.02095064729
112	0.02091869304
113	0.02087674886
114	0.02083016452
115	0.02077954137
116	0.0206832819
117	0.02064175706
118	0.02058808173
119	0.02055996924
120	0.02052562163
121	0.02049289617
122	0.02044381283
123	0.02035952161
124	0.02031439815
125	0.02022980728
126	0.02009564785
127	0.02006833615
128	0.02003610191
129	0.01995547993
130	0.0198859167
131	0.01984832178
132	0.01977586475
133	0.01975501506
134	0.01972163842
135	0.01963810502
136	0.01956315547
137	0.01953937064
138	0.01951145008
139	0.01947304837
140	0.0194375992
141	0.01936203528
142	0.01929882608
143	0.01926729031
144	0.01921094331
145	0.01918197695
146	0.01916325915
147	0.01911367536
148	0.01909204764
149	0.01905981633
150	0.01903075146
151	0.01901214591
152	0.01894506051
153	0.01889671249
154	0.01886706542
155	0.01884379933
156	0.01881631419
157	0.01878360863
158	0.01876141887
159	0.01873116282
160	0.01870550394
161	0.01864262617
162	0.01859373476
163	0.0185498648
164	0.01853654316
165	0.01852280179
166	0.01848288011
167	0.01843445266
168	0.01841437998
169	0.0183591595
170	0.01833738133
171	0.01829721796
172	0.01827498077
173	0.01820770914
174	0.01819029855
175	0.01817602289
176	0.01816181779
177	0.01810432767
178	0.0180876524
179	0.01805148913
180	0.01803455216
181	0.01800324444
182	0.01799084201
183	0.01796127924
184	0.01795348169
185	0.01793231839
186	0.01790614134
187	0.0178944203
188	0.0178928117
189	0.01787271312
190	0.0178663972
191	0.01785334016
192	0.01784065223
193	0.01781342872
194	0.01780000146
195	0.01777929309
196	0.01774867816
197	0.01772186962
198	0.01770767042
199	0.01769225067
200	0.01766437434
201	0.0176490542
202	0.01763638825
203	0.0176110525
204	0.01759414205
205	0.01757993132
206	0.0175707923
207	0.01755492614
208	0.01753004529
209	0.01749706182
210	0.0174712723
211	0.01745395876
212	0.01742170664
213	0.0173913986
214	0.0173761263
215	0.01734787712
216	0.01733087021
217	0.01732980429
218	0.0173111609
219	0.01729564739
220	0.01728539945
221	0.01727932178
222	0.01726572239
223	0.01725347172
224	0.01721818102
225	0.01720222236
226	0.01718121859
227	0.01717215438
228	0.01713451737
229	0.01712237978
230	0.01709072449
231	0.01707334683
232	0.01706272504
233	0.01704699828
234	0.01700683326
235	0.01699729209
236	0.01698494455
237	0.016971812
238	0.01696669983
239	0.0169481128
240	0.01692223096
241	0.01691405112
242	0.0169084524
243	0.01689647041
244	0.01688539698
245	0.01687325853
246	0.01686050051
247	0.01684732641
248	0.01683706052
249	0.01682882303
250	0.01681932264
251	0.01680747891
252	0.01680099835
253	0.0167937218
254	0.01678867377
255	0.016782836
256	0.0167712743
257	0.01676729606
258	0.01674551128
259	0.01672927614
260	0.0167205016
261	0.01671431945
262	0.01670766381
263	0.0167017692
264	0.01669636528
265	0.01667849581
266	0.01667092702
267	0.01666733523
268	0.01665416876
269	0.01664228901
270	0.01663152099
271	0.01662640441
272	0.01662461794
273	0.01661743986
274	0.01661065301
275	0.0166043534
276	0.01659808228
277	0.01659251248
278	0.01658074305
279	0.01657740769
280	0.01656235186
281	0.01655440148
282	0.01654404343
283	0.01653021197
284	0.01652117727
285	0.01650938515
286	0.01650529792
287	0.01649922765
288	0.01648852239
289	0.01648208019
290	0.01647572035
291	0.01646945759
292	0.01645730635
293	0.01645273111
294	0.01644563404
295	0.01643990514
296	0.01642849894
297	0.01642602496
298	0.01641603256
299	0.01641146819
300	0.01640652757
301	0.01639615034
302	0.01639193078
303	0.01638926462
304	0.0163803194
305	0.01636924407
306	0.01636655829
307	0.0163610117
308	0.01635067425
309	0.01634513105
310	0.01634249156
311	0.01633706077
312	0.01630705576
313	0.01630208883
314	0.01629201287
315	0.01628955226
316	0.01628446219
317	0.01627922943
318	0.0162764459
319	0.01627303335
320	0.01626595332
321	0.01625596648
322	0.01625213457
323	0.01624677584
324	0.01623755078
325	0.01623536382
326	0.0162301785
327	0.01622639311
328	0.0162223621
329	0.01621672678
330	0.01620417179
331	0.0161999533
332	0.0161844986
333	0.01617753754
334	0.01617353363
335	0.01616499931
336	0.01615964029
337	0.01615640484
